date,vaccinated_min,vaccinated_max,vaccinated,fully_vaccinated_min,fully_vaccinated_max,fully_vaccinated,single_dose_vaccinated_min,single_dose_vaccinated_max,single_dose_vaccinated
2021-01-06,44,44,44,0,0,0,44,44,44
2021-01-07,15126,15126,15126,0,0,0,15126,15126,15126
2021-01-08,27018,27018,27018,0,0,0,27018,27018,27018
2021-01-09,32013,32013,32013,0,0,0,32013,32013,32013
2021-01-10,33929,33929,33929,0,0,0,33929,33929,33929
2021-01-11,42617,42617,42617,0,0,0,42617,42617,42617
2021-01-12,44972,44972,44972,0,0,0,44972,44972,44972
2021-01-13,46886,46886,46886,0,0,0,46886,46886,46886
2021-01-14,49360,49360,49360,0,0,0,49360,49360,49360
2021-01-15,58183,58183,58183,0,0,0,58183,58183,58183
2021-01-16,67274,67274,67274,0,0,0,67274,67274,67274
2021-01-17,77608,77608,77608,0,0,0,77608,77608,77608
2021-01-18,95817,95817,95817,0,0,0,95817,95817,95817
2021-01-19,112678,112678,112678,0,0,0,112678,112678,112678
2021-01-20,137066,137066,137066,0,0,0,137066,137066,137066
2021-01-21,158995,158995,158995,0,0,0,158995,158995,158995
2021-01-22,175944,175944,175944,0,0,0,175944,175944,175944
2021-01-23,194149,194149,194149,0,0,0,194149,194149,194149
2021-01-24,212753,212753,212753,0,0,0,212753,212753,212753
2021-01-25,230859,230903,230881,0,0,0,230815,230903,230859
2021-01-26,234563,249689,242126,0,15126,7563,219437,249689,234563
2021-01-27,247890,274908,261399,0,27018,13509,220872,274908,247890
2021-01-28,262013,294026,278020,0,32013,16006,230000,294026,262013
2021-01-29,277956,311885,294920,0,33929,16964,244027,311885,277956
2021-01-30,283200,325817,304508,0,42617,21308,240583,325817,283200
2021-01-31,301996,346924,324460,44,44972,22508,257024,346880,301952
2021-02-01,333766,365526,349646,15126,46886,31006,286880,350400,318640
2021-02-02,371984,394326,383155,27018,49360,38189,322624,367308,344966
2021-02-03,402557,428727,415642,32013,58183,45098,344374,396714,370544
2021-02-04,434514,467859,451186,33929,67274,50602,367240,433930,400585
2021-02-05,461831,496822,479326,42617,77608,60112,384223,454205,419214
2021-02-06,480224,531069,505646,44972,95817,70394,384407,486097,435252
2021-02-07,480333,531684,506008,46886,98237,72562,382096,484798,433447
2021-02-08,489129,552447,520788,49360,112678,81019,376451,503087,439769
2021-02-09,519639,574134,546886,58183,112678,85430,406961,515951,461456
2021-02-10,529725,599517,564621,67274,137066,102170,392659,532243,462451
2021-02-11,542740,624127,583434,77608,158995,118302,383745,546519,465132
2021-02-12,556377,636504,596440,95817,175944,135880,380433,540687,460560
2021-02-13,567648,649119,608384,112678,194149,153414,373499,536441,454970
2021-02-14,578573,678648,628610,112678,212753,162716,365820,565970,465895
2021-02-15,598409,715746,657078,112678,230015,171346,368394,603068,485731
2021-02-16,631807,751974,691890,112678,232845,172762,398962,639296,519129
2021-02-17,660024,792344,726184,112678,244998,178838,415026,679666,547346
2021-02-18,688944,834498,761721,112678,258232,185455,430712,721820,576266
2021-02-19,718032,878698,798365,112678,273344,193011,444688,766020,605354
2021-02-20,742577,889173,815875,132188,278784,205486,463793,756985,610389
2021-02-21,751669,898878,825274,150261,297470,223866,454199,748617,601408
2021-02-22,798301,951317,874809,175944,328960,252452,469341,775373,622357
2021-02-23,819949,985786,902868,194149,359986,277068,459963,791637,625800
2021-02-24,844878,1027388,936133,212753,395263,304008,449615,814635,632125
2021-02-25,884238,1081025,982632,230059,426846,328452,457392,850966,654179
2021-02-26,935806,1115665,1025736,247971,427830,337900,507976,867694,687835
2021-02-27,969633,1130760,1050196,268157,429284,348720,540349,862603,701476
2021-02-28,988408,1139443,1063926,279768,430803,355286,557605,859675,708640
2021-03-01,1058735,1184204,1121470,307273,432742,370008,625993,876931,751462
2021-03-02,1111580,1224693,1168136,321401,434514,377958,677066,903292,790179
2021-03-03,1161436,1255177,1208306,342398,436139,389268,725297,912779,819038
2021-03-04,1220641,1297640,1259140,360720,437719,399220,782922,936920,859921
2021-03-05,1281858,1356726,1319292,388652,463520,426086,818338,968074,893206
2021-03-06,1284637,1359428,1322032,394474,469265,431870,815372,964954,890163
2021-03-07,1287339,1362130,1324734,400297,475088,437692,812251,961833,887042
2021-03-08,1322937,1385757,1354347,427806,490626,459216,832311,957951,895131
2021-03-09,1345095,1407297,1376196,453632,515834,484733,829261,953665,891463
2021-03-10,1389638,1447149,1418394,464386,521897,493142,867741,982763,925252
2021-03-11,1440508,1497023,1468766,466087,522602,494344,917906,1030936,974421
2021-03-12,1491922,1547372,1519647,467859,523309,495584,968613,1079513,1024063
2021-03-13,1524383,1580963,1552673,469484,526064,497774,998319,1111479,1054899
2021-03-14,1551148,1608838,1579993,471064,528754,499909,1022394,1137774,1080084
2021-03-15,1557180,1625874,1591527,471173,539867,505520,1017313,1154701,1086007
2021-03-16,1575335,1659422,1617378,471729,555816,513772,1019519,1187693,1103606
2021-03-17,1592305,1664765,1628535,499797,572257,536027,1020048,1164968,1092508
2021-03-18,1613863,1667722,1640792,530272,584131,557202,1029732,1137450,1083591
2021-03-19,1637691,1698524,1668108,534631,595464,565048,1042227,1163893,1103060
2021-03-20,1665901,1709451,1687676,555512,599062,577287,1066839,1153939,1110389
2021-03-21,1692456,1717808,1705132,577097,602449,589773,1090007,1140711,1115359
2021-03-22,1748820,1753413,1751116,602275,606868,604572,1141952,1151138,1146545
2021-03-23,1769424,1773953,1771688,618406,622935,620670,1146489,1155547,1151018
2021-03-24,1809585,1810462,1810024,642097,642974,642536,1166611,1168365,1167488
2021-03-25,1857140,1857551,1857346,657397,657808,657602,1199332,1200154,1199743
2021-03-26,1885882,1903978,1894930,671590,689686,680638,1196196,1232388,1214292
2021-03-27,1917401,1921701,1919551,688668,692968,690818,1224433,1233033,1228733
2021-03-28,1941202,1945441,1943322,690955,695194,693074,1246008,1254486,1250247
2021-03-29,2050744,2054845,2052794,693156,697257,695206,1353487,1361689,1357588
2021-03-30,2061401,2085969,2073685,696094,720662,708378,1340739,1389875,1365307
2021-03-31,2107681,2159984,2133832,702453,754756,728604,1352925,1457531,1405228
2021-04-01,2172942,2255941,2214442,702530,785529,744030,1387413,1553411,1470412
2021-04-02,2226718,2342455,2284586,702530,818267,760398,1408451,1639925,1524188
2021-04-03,2241710,2384244,2312977,706548,849082,777815,1392628,1677696,1535162
2021-04-04,2277633,2406031,2341832,725202,853600,789401,1424033,1680829,1552431
2021-04-05,2369351,2494850,2432100,729620,855119,792370,1514232,1765230,1639731
2021-04-06,2457472,2569429,2513450,748278,860235,804256,1597237,1821151,1709194
2021-04-07,2547239,2658338,2602788,752606,863705,808156,1683534,1905732,1794633
2021-04-08,2637524,2750928,2694226,753253,866657,809955,1770867,1997675,1884271
2021-04-09,2727417,2834356,2780886,763062,870001,816532,1857416,2071294,1964355
2021-04-10,2815538,2897526,2856532,793129,875117,834123,1940421,2104397,2022409
2021-04-11,2908312,2970577,2939444,813315,875580,844448,2032732,2157262,2094997
2021-04-12,3024776,3075264,3050020,825092,875580,850336,2149196,2250172,2199684
