date,vaccinated_min,vaccinated_max,vaccinated,fully_vaccinated_min,fully_vaccinated_max,fully_vaccinated,single_dose_vaccinated_min,single_dose_vaccinated_max,single_dose_vaccinated,total_vaccinations
2021-02-11,571182,620957,596070,77052,126827,101940,444355,543905,494130,698009
2021-02-12,589908,639683,614796,89496,139271,114384,450637,550187,500412,729179
2021-02-13,613086,658406,635746,101940,147260,124600,465826,556466,511146,760346
2021-02-14,636266,689576,662921,101940,155250,128595,481016,587636,534326,791516
2021-02-15,650913,725362,688138,101940,176389,139164,474524,623422,548973,827302
2021-02-16,665557,761146,713352,101940,197529,149734,468028,659206,563617,863086
2021-02-17,680204,796932,738568,101940,218668,160304,461536,694992,578264,898872
2021-02-18,694850,832717,763784,101940,239807,170874,455043,730777,592910,934657
2021-02-19,709497,868503,789000,101940,260946,181443,448551,766563,607557,970443
2021-02-20,724971,891843,808407,114384,281256,197820,443715,777459,610587,1006227
2021-02-21,740447,915186,827816,126827,301566,214196,438881,788359,613620,1042013
2021-02-22,764317,952063,858190,139271,327017,233144,437300,812792,625046,1091334
2021-02-23,788184,988571,888378,152082,352469,252276,435715,836489,636102,1140653
2021-02-24,812054,1025080,918567,164894,377920,271407,434134,860186,647160,1189974
2021-02-25,835921,1048437,942179,190855,403371,297113,432550,857582,645066,1239292
2021-02-26,884340,1071797,978068,216816,404273,310544,480067,854981,667524,1288613
2021-02-27,932803,1095155,1013979,242777,405129,323953,527674,852378,690026,1337932
2021-02-28,981268,1118515,1049892,268738,405985,337362,575283,849777,712530,1387253
2021-03-01,1022632,1139596,1081114,289877,406841,348359,615791,849719,732755,1429473
2021-03-02,1063997,1160142,1112070,311551,407696,359624,656301,848591,752446,1471693
2021-03-03,1105361,1180689,1143025,333224,408552,370888,696809,847465,772137,1513913
2021-03-04,1146724,1196092,1171408,360040,409408,384724,737316,836052,786684,1556132
2021-03-05,1163539,1211497,1187518,386855,434813,410834,728726,824642,776684,1598352
2021-03-06,1186559,1226902,1206730,413670,454013,433842,732546,813232,772889,1640572
2021-03-07,1209580,1242308,1225944,440484,473212,456848,736368,801824,769096,1682792
2021-03-08,1225734,1282119,1253926,441386,497771,469578,727963,840733,784348,1723505
2021-03-09,1241889,1321976,1281932,442242,522329,482286,719560,879734,799647,1764218
2021-03-10,1268630,1361833,1315232,443098,536301,489700,732329,918735,825532,1804931
2021-03-11,1308803,1401691,1355247,443954,536842,490398,771961,957737,864849,1845645
2021-03-12,1348975,1441549,1395262,444809,537383,491096,811592,996740,904166,1886358
2021-03-13,1387771,1481406,1434588,445665,539300,492482,848471,1035741,942106,1927071
2021-03-14,1426567,1521263,1473915,446521,541217,493869,885350,1074742,980046,1967784
2021-03-15,1437462,1550957,1494210,447377,560872,504124,876590,1103580,990085,1998334
2021-03-16,1448356,1580597,1514476,448286,580527,514406,867829,1132311,1000070,2028883
2021-03-17,1459251,1585690,1522470,473743,600182,536962,859069,1111947,985508,2059433
2021-03-18,1465859,1590780,1528320,499202,624123,561662,841736,1091578,966657,2089982
2021-03-19,1472466,1595873,1534170,524659,648066,586362,824400,1071214,947807,2120532
2021-03-20,1501147,1601516,1551332,549565,649934,599750,851213,1051951,951582,2151081
2021-03-21,1529830,1607163,1568496,574468,651801,613134,878029,1032695,955362,2181631
2021-03-22,1570549,1625810,1598180,598408,653669,626038,916880,1027402,972141,2224218
2021-03-23,1608335,1643082,1625708,623724,658471,641098,949864,1019358,984611,2266806
2021-03-24,1646122,1663718,1654920,645675,663271,654473,982851,1018043,1000447,2309393
2021-03-25,1683864,1686286,1685075,665696,668118,666907,1015746,1020590,1018168,2351982
2021-03-26,1703557,1721603,1712580,672966,691012,681989,1012545,1048637,1030591,2394569
2021-03-27,1736710,1759471,1748090,677686,700447,689066,1036263,1081785,1059024,2437157
2021-03-28,1777013,1795974,1786494,683770,702731,693250,1074282,1112204,1093243,2479744
2021-03-29,1838824,1853986,1846405,689853,705015,697434,1133809,1164133,1148971,2543839
2021-03-30,1876445,1910399,1893422,697537,731491,714514,1144954,1212862,1178908,2607936
2021-03-31,1914433,1966810,1940622,705221,757598,731410,1156835,1261589,1209212,2672031
2021-04-01,1952421,2023274,1987848,712853,783706,748280,1168715,1310421,1239568,2736127
2021-04-02,1990409,2079738,2035074,720484,809813,765148,1180596,1359254,1269925,2800222
2021-04-03,2028397,2111596,2069996,752723,835922,794322,1192475,1358873,1275674,2864319
2021-04-04,2078829,2143450,2111140,784964,849585,817274,1229244,1358486,1293865,2928414
2021-04-05,2156216,2202263,2179240,817203,863250,840226,1292966,1385060,1339013,3019466
2021-04-06,2226990,2262340,2244665,848179,883529,865854,1343461,1414161,1378811,3110519
2021-04-07,2298298,2322417,2310358,879154,903273,891214,1395025,1443263,1419144,3201571
2021-04-08,2369604,2383867,2376736,908755,923018,915886,1446586,1475112,1460849,3292622
2021-04-09,2445319,2454064,2449692,929610,938355,933982,1506964,1524454,1515709,3383674
2021-04-10,2531164,2538523,2534844,936204,943563,939884,1587601,1602319,1594960,3474727
2021-04-11,2610752,2622981,2616866,942798,955027,948912,1655725,1680183,1667954,3565779
2021-04-12,2712663,2729762,2721212,949394,966493,957944,1746170,1780368,1763269,3679156
2021-04-13,2824563,2833293,2828928,959237,967967,963602,1856596,1874056,1865326,3792530
2021-04-14,2936466,2936781,2936624,969126,969441,969284,1967025,1967655,1967340,3905907
2021-04-15,3038268,3040269,3039268,979015,981016,980016,2057252,2061254,2059253,4019284
2021-04-16,3127004,3148899,3137952,983762,1005657,994710,2121347,2165137,2143242,4132661
2021-04-17,3212774,3257524,3235149,988511,1033261,1010886,2179513,2269013,2224263,4246035
2021-04-18,3298546,3366153,3332350,993259,1060866,1027062,2237680,2372894,2305287,4359412
2021-04-19,3361503,3451966,3406734,999276,1089739,1044508,2271764,2452690,2362227,4449973
2021-04-20,3438122,3516877,3477500,1026196,1104951,1065574,2333171,2490681,2411926,4540535
2021-04-21,3514743,3581841,3548292,1053062,1120160,1086611,2394583,2528779,2461681,4631096
2021-04-22,3591235,3646725,3618980,1080009,1135499,1107754,2455736,2566716,2511226,4721658
2021-04-23,3672551,3711610,3692080,1106954,1146013,1126484,2526538,2604656,2565597,4812219
2021-04-24,3753769,3776494,3765132,1133901,1156626,1145264,2597143,2642593,2619868,4902781
2021-04-25,3812426,3841380,3826903,1160845,1189799,1175322,2622627,2680535,2651581,4993342
2021-04-26,3874520,3909700,3892110,1192171,1227351,1209761,2647169,2717529,2682349,5087340
2021-04-27,3931505,3971699,3951602,1229819,1270013,1249916,2661492,2741880,2701686,5181338
2021-04-28,3991425,4033703,4012564,1267461,1309739,1288600,2681686,2766242,2723964,5275336
2021-04-29,4051399,4111223,4081311,1289587,1349411,1319499,2701988,2821636,2761812,5369333
2021-04-30,4111378,4188746,4150062,1311710,1389078,1350394,2722300,2877036,2799668,5463331
2021-05-01,4172386,4266268,4219327,1333835,1427717,1380776,2744669,2932433,2838551,5557329
2021-05-02,4233761,4343237,4288499,1356512,1465988,1411250,2767773,2986725,2877249,5651327
2021-05-03,4318939,4442643,4380791,1380010,1503714,1441862,2815225,3062633,2938929,5767764
2021-05-04,4378509,4545649,4462079,1399907,1567047,1483477,2811462,3145742,2978602,5884200
2021-05-05,4439681,4649141,4544411,1419319,1628779,1524049,2810902,3229822,3020362,6000637
2021-05-06,4501007,4742593,4621800,1448769,1690355,1569562,2810652,3293824,3052238,6117073
2021-05-07,4562336,4834116,4698226,1480150,1751930,1616040,2810406,3353966,3082186,6233510
2021-05-08,4624065,4930932,4777498,1506237,1813104,1659670,2810961,3424695,3117828,6349946
2021-05-09,4710881,5011870,4861376,1548203,1849192,1698698,2861689,3463667,3162678,6466383
2021-05-10,4824773,5112733,4968753,1596858,1884818,1740838,2939955,3515875,3227915,6609897
2021-05-11,4936802,5196701,5066752,1662405,1922304,1792354,3014498,3534296,3274397,6753409
2021-05-12,5047202,5304247,5175724,1704377,1961422,1832900,3085780,3599870,3342825,6896923
2021-05-13,5160568,5416601,5288584,1741540,1997573,1869556,3162995,3675061,3419028,7040437
2021-05-14,5273935,5528956,5401446,1778703,2033724,1906214,3240211,3750253,3495232,7183951
2021-05-15,5386888,5641307,5514098,1815867,2070286,1943076,3316602,3825440,3571021,7327463
2021-05-16,5475249,5753660,5614454,1853032,2131443,1992238,3343806,3900628,3622217,7470977
2021-05-17,5572782,5856486,5714634,1900826,2184530,2042678,3388252,3955660,3671956,7617407
2021-05-18,5650063,5953001,5801532,1954932,2257870,2106401,3392193,3998069,3695131,7763838
2021-05-19,5716816,6056314,5886565,2002239,2341737,2171988,3375079,4054075,3714577,7910268
2021-05-20,5783665,6156071,5969868,2053100,2425506,2239303,3358159,4102971,3730565,8056697
2021-05-21,5846021,6255829,6050925,2103962,2513770,2308866,3332251,4151867,3742059,8203127
2021-05-22,5922107,6342436,6132272,2167976,2588305,2378140,3333802,4174460,3754131,8349558
2021-05-23,5998247,6429044,6213646,2231988,2662785,2447386,3335462,4197056,3766259,8495988
2021-05-24,6071041,6512310,6291676,2304312,2745581,2524946,3325460,4207998,3766729,8639076
2021-05-25,6155793,6578385,6367089,2393829,2816421,2605125,3339372,4184556,3761964,8782165
2021-05-26,6236562,6647807,6442184,2479997,2891242,2685620,3345320,4167810,3756565,8925253
2021-05-27,6317433,6731533,6524483,2551860,2965960,2758910,3351473,4179673,3765573,9068340
2021-05-28,6398305,6815264,6606784,2623719,3040678,2832198,3357627,4191545,3774586,9211428
2021-05-29,6474356,6893851,6684104,2700724,3120219,2910472,3354137,4193127,3773632,9354517
2021-05-30,6550407,6972441,6761424,2777724,3199758,2988741,3350649,4194717,3772683,9497605
