date,vaccinated_min,vaccinated_max,vaccinated,fully_vaccinated_min,fully_vaccinated_max,fully_vaccinated,single_dose_vaccinated_min,single_dose_vaccinated_max,single_dose_vaccinated,total_vaccinations
2021-02-11,569041,618622,593832,76944,126525,101734,442516,541678,492097,695566
2021-02-12,587629,637210,612420,89339,138920,114130,448709,547871,498290,726549
2021-02-13,610670,655796,633233,101735,146861,124298,463809,554061,508935,757531
2021-02-14,633712,686779,660246,101735,154802,128268,478910,585044,531977,788514
2021-02-15,648276,722467,685372,101735,175926,138830,472350,620732,546541,824202
2021-02-16,662839,758155,710497,101735,197051,149393,465788,656420,561104,859890
2021-02-17,677403,793843,735623,101735,218175,159955,459228,692108,575668,895578
2021-02-18,691966,829531,760748,101735,239300,170518,452666,727796,590231,931266
2021-02-19,706530,865219,785874,101735,260424,181080,446106,763484,604795,966954
2021-02-20,721906,888512,805209,114130,280736,197433,441170,774382,607776,1002642
2021-02-21,737284,911805,824544,126525,301046,213786,436238,785280,610759,1038330
2021-02-22,761228,948657,854942,138920,326349,232634,434879,809737,622308,1087577
2021-02-23,785171,985140,885156,151683,351652,251668,433519,833457,633488,1136823
2021-02-24,809115,1021624,915370,164446,376955,270700,432160,857178,644669,1186070
2021-02-25,833058,1044924,938991,190392,402258,296325,430800,854532,642666,1235316
2021-02-26,881403,1068223,974813,216340,403160,309750,478243,851883,665063,1284563
2021-02-27,929793,1091523,1010658,242286,404016,323151,525777,849237,687507,1333809
2021-02-28,978185,1114823,1046504,268233,404871,336552,573314,846590,709952,1383056
2021-03-01,1019383,1135753,1077568,289357,405727,347542,613656,846396,730026,1425110
2021-03-02,1060579,1156145,1108362,311017,406583,358800,653996,845128,749562,1467162
2021-03-03,1101777,1176541,1139159,332675,407439,370057,694338,843866,769102,1509216
2021-03-04,1142975,1191944,1167460,359325,408294,383810,734681,832619,783650,1551269
2021-03-05,1159772,1207348,1183560,385975,433551,409763,726221,821373,773797,1593323
2021-03-06,1182740,1222749,1202744,412626,452635,432630,730105,810123,770114,1635375
2021-03-07,1205712,1238152,1221932,439277,471717,455497,733995,798875,766435,1677429
2021-03-08,1221907,1277988,1249948,440179,496260,468220,725647,837809,781728,1718167
2021-03-09,1238103,1317871,1277987,441035,520803,480919,717300,876836,797068,1758906
2021-03-10,1265204,1357754,1311479,441890,534440,488165,730764,915864,823314,1799644
2021-03-11,1305402,1397636,1351519,442746,534980,488863,770422,954890,862656,1840382
2021-03-12,1345600,1437518,1391559,443602,535520,489561,810080,993916,901998,1881120
2021-03-13,1384421,1477401,1430911,444458,537438,490948,846983,1032943,939963,1921859
2021-03-14,1423242,1517284,1470263,445313,539355,492334,883887,1071971,977929,1962597
2021-03-15,1434354,1547063,1490708,446169,558878,502524,875476,1100894,988185,1993232
2021-03-16,1445469,1576790,1511130,447077,578398,512738,867071,1129713,998392,2023867
2021-03-17,1456581,1582117,1519349,472385,597921,535153,858660,1109732,984196,2054502
2021-03-18,1463407,1587443,1525425,497694,621730,559712,841677,1089749,965713,2085137
2021-03-19,1470231,1592770,1531500,523002,645541,584272,824690,1069768,947229,2115772
2021-03-20,1499001,1598666,1548834,547741,647406,597574,851595,1050925,951260,2146407
2021-03-21,1527770,1604564,1566167,572478,649272,610875,878498,1032086,955292,2177042
2021-03-22,1568484,1623203,1595844,596418,651137,623778,917347,1026785,972066,2219621
2021-03-23,1606352,1640465,1623408,621735,655848,638792,950504,1018730,984617,2262200
2021-03-24,1644221,1661559,1652890,643220,660558,651889,983663,1018339,1001001,2304779
2021-03-25,1682044,1684250,1683147,663109,665315,664212,1016729,1021141,1018935,2347359
2021-03-26,1701513,1719865,1710689,670073,688425,679249,1013088,1049792,1031440,2389938
2021-03-27,1734839,1757813,1746326,674704,697678,686191,1037161,1083109,1060135,2432517
2021-03-28,1775133,1794416,1784774,680680,699963,690322,1075170,1113736,1094453,2475096
2021-03-29,1837262,1852851,1845056,686659,702248,694454,1135014,1166192,1150603,2539510
2021-03-30,1875306,1909529,1892418,694395,728618,711506,1146688,1215134,1180911,2603924
2021-03-31,1913718,1966210,1939964,702128,754620,728374,1159098,1264082,1211590,2668338
2021-04-01,1952130,2022942,1987536,709810,780622,745216,1171508,1313132,1242320,2732752
2021-04-02,1990542,2079673,2035108,717493,806624,762058,1183918,1362180,1273049,2797166
2021-04-03,2028954,2111944,2070449,749636,832626,791131,1196328,1362308,1279318,2861580
2021-04-04,2079761,2144216,2111988,781778,846233,814006,1233528,1362438,1297983,2925994
2021-04-05,2158079,2203998,2181038,813921,859840,836880,1298239,1390077,1344158,3017919
2021-04-06,2229775,2265145,2247460,844700,880070,862385,1349705,1420445,1385075,3109845
2021-04-07,2302008,2326292,2314150,875478,899762,887620,1402246,1450814,1426530,3201770
2021-04-08,2374237,2388817,2381527,904878,919458,912168,1454779,1483939,1469359,3293695
2021-04-09,2451341,2459651,2455496,925969,934279,930124,1517062,1533682,1525372,3385620
2021-04-10,2538105,2545066,2541586,932480,939441,935960,1598664,1612586,1605625,3477546
2021-04-11,2618641,2630482,2624562,938989,950830,944910,1667811,1691493,1679652,3569471
2021-04-12,2722610,2739327,2730968,945501,962218,953860,1760392,1793826,1777109,3684828
2021-04-13,2836485,2845022,2840754,955161,963698,959430,1872787,1889861,1881324,3800183
2021-04-14,2950364,2950676,2950520,964864,965176,965020,1985188,1985812,1985500,3915540
2021-04-15,3053814,3056323,3055068,974571,977080,975826,2076734,2081752,2079243,4030894
2021-04-16,3144540,3166966,3155753,979285,1001711,990498,2142829,2187681,2165255,4146251
2021-04-17,3232308,3277607,3254958,983999,1029298,1006648,2203010,2293608,2248309,4261606
2021-04-18,3320076,3388252,3354164,988711,1056887,1022799,2263189,2399541,2331365,4376963
2021-04-19,3385936,3476985,3431460,994694,1085743,1040218,2300193,2482291,2391242,4470410
2021-04-20,3465236,3544793,3505014,1021605,1101162,1061384,2364074,2523188,2443631,4563859
2021-04-21,3544535,3612649,3578592,1048465,1116579,1082522,2427956,2564184,2496070,4657306
2021-04-22,3623709,3680434,3652072,1075400,1132125,1103762,2491584,2605034,2548309,4750756
2021-04-23,3707702,3748216,3727959,1102334,1142848,1122591,2564854,2645882,2605368,4844203
2021-04-24,3791600,3816000,3803800,1129269,1153669,1141469,2637931,2686731,2662331,4937652
2021-04-25,3853071,3883781,3868426,1156204,1186914,1171559,2666157,2727577,2696867,5031099
2021-04-26,3919221,3956244,3937732,1187529,1224552,1206040,2694669,2768715,2731692,5129227
2021-04-27,3980336,4022303,4001320,1225261,1267228,1246244,2713108,2797042,2755075,5227357
2021-04-28,4044296,4088365,4066330,1262987,1307056,1285022,2737240,2825378,2781309,5325485
2021-04-29,4108316,4169791,4139054,1285352,1346827,1316090,2761489,2884439,2822964,5423615
2021-04-30,4172333,4251215,4211774,1307716,1386598,1347157,2785735,2943499,2864617,5521743
2021-05-01,4237382,4332640,4285011,1330082,1425340,1377711,2812042,3002558,2907300,5619873
2021-05-02,4302796,4413493,4358144,1353017,1463714,1408366,2839082,3060476,2949779,5718001
2021-05-03,4392030,4516819,4454424,1377001,1501790,1439396,2890240,3139818,3015029,5838602
2021-05-04,4455316,4623991,4539654,1397142,1565817,1481480,2889499,3226849,3058174,5959205
2021-05-05,4520356,4731644,4626000,1416799,1628087,1522443,2892269,3314845,3103557,6079806
2021-05-06,4585555,4828768,4707162,1446985,1690198,1568592,2895357,3381783,3138570,6200406
2021-05-07,4650759,4924295,4787527,1478768,1752304,1615536,2898455,3445527,3171991,6321007
2021-05-08,4716362,5025253,4870808,1505123,1814014,1659568,2902348,3520130,3211239,6441610
2021-05-09,4806901,5110145,4958523,1547541,1850785,1699163,2956116,3562604,3259360,6562211
2021-05-10,4920940,5211573,5066256,1594348,1884981,1739664,3035959,3617225,3326592,6706315
2021-05-11,5032588,5295783,5164186,1658373,1921568,1789970,3111020,3637410,3374215,6850419
2021-05-12,5142500,5403470,5272985,1698921,1959891,1829406,3182609,3704549,3443579,6994523
2021-05-13,5255367,5515954,5385660,1734670,1995257,1864964,3260110,3781284,3520697,7138625
2021-05-14,5368237,5628443,5498340,1770416,2030622,1900519,3337615,3858027,3597821,7282729
2021-05-15,5480700,5740931,5610816,1806163,2066394,1936278,3414306,3934768,3674537,7426833
2021-05-16,5568716,5853419,5711068,1841910,2126613,1984262,3442103,4011509,3726806,7570937
2021-05-17,5666419,5956973,5811696,1888454,2179008,2033731,3487411,4068519,3777965,7718504
2021-05-18,5742871,6053682,5898276,1941844,2252655,2097250,3490216,4111838,3801027,7866071
2021-05-19,5808878,6157197,5983038,1988427,2336746,2162586,3472132,4168770,3820451,8013638
2021-05-20,5874984,6257147,6066066,2038577,2420740,2229658,3454244,4218570,3836407,8161206
2021-05-21,5945187,6357100,6151144,2088722,2500635,2294678,3444552,4268378,3856465,8308773
2021-05-22,6028788,6443868,6236328,2152053,2567133,2359593,3461655,4291815,3876735,8456340
2021-05-23,6112442,6530635,6321538,2215384,2633577,2424480,3478865,4315251,3897058,8603907
2021-05-24,6197563,6614188,6405876,2290211,2706836,2498524,3490727,4323977,3907352,8748261
2021-05-25,6276902,6679565,6478234,2383212,2785875,2584544,3491027,4296353,3893690,8892614
2021-05-26,6342773,6748195,6545484,2472962,2878384,2675673,3464389,4275233,3869811,9036968
2021-05-27,6408746,6831175,6619960,2548361,2970790,2759576,3437956,4282814,3860385,9181322
2021-05-28,6481214,6914158,6697686,2623758,3056702,2840230,3424512,4290400,3857456,9325676
2021-05-29,6555975,6992147,6774061,2704147,3140319,2922233,3415656,4288000,3851828,9470029
2021-05-30,6630734,7070137,6850436,2784537,3223940,3004238,3406794,4285600,3846197,9614383
2021-05-31,6752841,7173045,6962943,2872210,3292414,3082312,3460427,4300835,3880631,9783656
2021-06-01,6854942,7270896,7062919,2964939,3380893,3172916,3474049,4305957,3890003,9952927
2021-06-02,6952302,7391783,7172042,3034633,3474114,3254374,3478188,4357150,3917669,10122200
2021-06-03,7046815,7498935,7272875,3118060,3570180,3344120,3476635,4380875,3928755,10291471
2021-06-04,7141331,7605401,7373366,3202175,3666245,3434210,3475086,4403226,3939156,10460744
2021-06-05,7235846,7711865,7473856,3286291,3762310,3524300,3473536,4425574,3949555,10630015
2021-06-06,7329232,7819022,7574127,3369715,3859505,3614610,3469727,4449307,3959517,10799288
2021-06-07,7491085,7994508,7742796,3438810,3942233,3690522,3548852,4555698,4052275,11036888
2021-06-08,7628949,8166489,7897719,3511409,4048949,3780179,3580000,4655080,4117540,11274488
2021-06-09,7784147,8342606,8063376,3579873,4138332,3859102,3645815,4762733,4204274,11512088
2021-06-10,7937588,8515231,8226410,3651828,4229471,3940650,3708117,4863403,4285760,11749688
2021-06-11,8090872,8663457,8377164,3748183,4320768,4034476,3770104,4915274,4342689,11987288
2021-06-12,8244149,8811681,8527915,3844539,4412071,4128305,3832078,4967142,4399610,12224888
2021-06-13,8397030,8959216,8678123,3941585,4503771,4222678,3893259,5017631,4455445,12462488
2021-06-14,8495852,9072697,8784274,4033951,4610796,4322374,3885056,5038746,4461901,12665466
2021-06-15,8574913,9172878,8873896,4139616,4737581,4438598,3837332,5033262,4435297,12868444
2021-06-16,8661701,9269213,8965457,4249128,4856640,4552884,3805061,5020085,4412573,13071422
2021-06-17,8750224,9357249,9053736,4366938,4973963,4670450,3776261,4990311,4383286,13274400
2021-06-18,8835792,9449487,9142640,4480547,5094242,4787394,3741550,4968940,4355245,13477378
2021-06-19,8921357,9543320,9232338,4592560,5214523,4903542,3706834,4950760,4328797,13680356
2021-06-20,9007330,9631725,9319528,4710002,5334397,5022200,3672933,4921723,4297328,13883334
2021-06-21,9121866,9740310,9431088,4818386,5436830,5127608,3685036,4921924,4303480,14088461
2021-06-22,9219167,9836099,9527633,4939565,5556497,5248031,3662670,4896534,4279602,14293587
2021-06-23,9334110,9949106,9641608,5043527,5658523,5351025,3675587,4905579,4290583,14498714
2021-06-24,9459498,10038637,9749068,5170967,5750106,5460536,3709392,4867670,4288531,14703842
2021-06-25,9584787,10128704,9856746,5297869,5841786,5569828,3743001,4830835,4286918,14908969
2021-06-26,9699171,10218767,9958969,5424774,5944370,5684572,3754801,4793993,4274397,15114095
2021-06-27,9800158,10308831,10054494,5551679,6060352,5806016,3739806,4757152,4248479,15319222
2021-06-28,9906707,10404511,10155609,5685785,6183589,5934687,3723118,4718726,4220922,15530305
2021-06-29,10023282,10501575,10262428,5818503,6296796,6057650,3726486,4683072,4204779,15741385
2021-06-30,10145640,10605486,10375563,5944378,6404224,6174301,3741416,4661108,4201262,15952468
2021-07-01,10281468,10702592,10492030,6077059,6498183,6287621,3783285,4625533,4204409,16163552
2021-07-02,10417192,10799653,10608422,6209784,6592245,6401014,3824947,4589869,4207408,16374635
2021-07-03,10552916,10896708,10724812,6342511,6686303,6514407,3866613,4554197,4210405,16585715
2021-07-04,10693462,11006951,10850206,6462054,6775543,6618798,3917919,4544897,4231408,16796798
2021-07-05,10821447,11104632,10963040,6549363,6832548,6690956,3988899,4555269,4272084,16971907
2021-07-06,10912257,11212339,11062298,6626645,6926727,6776686,3985530,4585694,4285612,17147015
2021-07-07,11006574,11338220,11172397,6685754,7017400,6851577,3989174,4652466,4320820,17322124
2021-07-08,11105630,11460850,11283240,6748112,7103332,6925722,4002298,4712738,4357518,17497232
2021-07-09,11207534,11583533,11395534,6810419,7186418,6998418,4021116,4773114,4397115,17672341
2021-07-10,11309434,11706213,11507824,6872728,7269507,7071118,4039927,4833485,4436706,17847449
2021-07-11,11411337,11833886,11622612,6930045,7352594,7141320,4058743,4903841,4481292,18022558
2021-07-12,11496303,11943495,11719899,6979472,7426664,7203068,4069639,4964023,4516831,18179602
2021-07-13,11511940,12038356,11775148,7043644,7570060,7306852,3941880,4994712,4468296,18336644
2021-07-14,11539474,12138276,11838875,7102760,7701562,7402161,3837912,5035516,4436714,18493688
2021-07-15,11548765,12215475,11882120,7184597,7851307,7517952,3697458,5030878,4364168,18650732
2021-07-16,11559810,12292673,11926242,7266435,7999298,7632866,3560512,5026238,4293375,18807776
2021-07-17,11570852,12369870,11970361,7348271,8147289,7747780,3423563,5021599,4222581,18964818
2021-07-18,11581898,12447200,12014549,7429977,8295279,7862628,3286619,5017223,4151921,19121862
2021-07-19,11583200,12494502,12038851,7505317,8416619,7960968,3166581,4989185,4077883,19243202
2021-07-20,11588926,12495803,12042364,7626656,8533533,8080094,3055393,4869147,3962270,19364541
2021-07-21,11630473,12497105,12063789,7747996,8614628,8181312,3015845,4749109,3882477,19485881
2021-07-22,11664773,12498406,12081590,7869335,8702968,8286152,2961805,4629071,3795438,19607220
2021-07-23,11698523,12499708,12099116,7990675,8791860,8391268,2906663,4509033,3707848,19728560
2021-07-24,11737163,12501009,12119086,8112014,8875860,8493937,2861303,4388995,3625149,19849899
2021-07-25,11775806,12502311,12139058,8233354,8959859,8596606,2815947,4268957,3542452,19971239
2021-07-26,11809716,12503344,12156530,8348994,9042622,8695808,2767094,4154350,3460722,20086879
2021-07-27,11821370,12504376,12162873,8464634,9147640,8806137,2673730,4039742,3356736,20202519
2021-07-28,11851469,12505409,12178439,8580274,9234214,8907244,2617255,3925135,3271195,20318159
2021-07-29,11864009,12516914,12190462,8685443,9338348,9011896,2525661,3831471,3178566,20433800
2021-07-30,11867418,12555062,12211240,8763968,9451612,9107790,2415806,3791094,3103450,20549440
2021-07-31,11870925,12589376,12230150,8846326,9564777,9205552,2306148,3743050,3024599,20665080
2021-08-01,11881395,12622094,12251744,8930281,9670980,9300630,2210415,3691813,2951114,20780720
2021-08-02,11910463,12664782,12287622,9006572,9760891,9383732,2149572,3658210,2903891,20898933
2021-08-03,11941041,12693552,12317296,9096780,9849291,9473036,2091750,3596772,2844261,21017145
2021-08-04,11961169,12731022,12346096,9178289,9948142,9563216,2013027,3552733,2782880,21135358
2021-08-05,11975726,12750248,12362987,9278041,10052563,9665302,1923163,3472207,2697685,21253570
2021-08-06,11978967,12793076,12386022,9354192,10168301,9761246,1810666,3438884,2624775,21371783
2021-08-07,11982309,12835903,12409106,9430343,10283937,9857140,1698372,3405560,2551966,21489995
2021-08-08,11985652,12878730,12432191,9506495,10399573,9953034,1586079,3372235,2479157,21608208
2021-08-09,11999955,12919775,12459865,9593606,10513426,10053516,1486529,3326169,2406349,21736364
2021-08-10,12001865,12963502,12482684,9678035,10639672,10158854,1362193,3285467,2323830,21864520
2021-08-11,12038363,13004888,12521626,9764805,10731330,10248068,1307033,3240083,2273558,21992676
2021-08-12,12045813,13039026,12542420,9858823,10852036,10355430,1193777,3180203,2186990,22120832
2021-08-13,12053264,13079911,12566588,9946094,10972741,10459418,1080523,3133817,2107170,22248988
2021-08-14,12060714,13120795,12590754,10033366,11093447,10563406,967267,3087429,2027348,22377144
2021-08-15,12068165,13161682,12614924,10120635,11214152,10667394,854013,3041047,1947530,22505300
2021-08-16,12087381,13188588,12637984,10232855,11334062,10783458,753319,2955733,1854526,22644426
2021-08-17,12115248,13231627,12673438,10328942,11445321,10887132,669927,2902685,1786306,22783552
2021-08-18,12211528,13261894,12736711,10437801,11488167,10962984,723361,2824093,1773727,22922678
2021-08-19,12298213,13274391,12786302,10564430,11540608,11052519,757605,2709961,1733783,23061804
2021-08-20,12420909,13289976,12855442,10687971,11557038,11122504,863871,2602005,1732938,23200930
2021-08-21,12549800,13305560,12927680,10811513,11567273,11189393,982527,2494047,1738287,23340056
2021-08-22,12673802,13321147,12997474,10935052,11582397,11258724,1091405,2386095,1738750,23479182
2021-08-23,12795604,13332466,13064035,11067628,11604490,11336059,1191114,2264838,1727976,23623077
2021-08-24,12912369,13368742,13140556,11175245,11631618,11403432,1280751,2193497,1737124,23766970
2021-08-25,13026452,13419767,13223110,11268115,11661430,11464772,1365022,2151652,1758337,23910865
2021-08-26,13151139,13465733,13308436,11366043,11680637,11523340,1470502,2099690,1785096,24054759
2021-08-27,13281341,13534421,13407881,11441250,11694330,11567790,1587011,2093171,1840091,24198654
2021-08-28,13422858,13603108,13512983,11516456,11696706,11606581,1726152,2086652,1906402,24342547
2021-08-29,13564278,13671797,13618038,11591662,11699181,11645422,1865097,2080135,1972616,24486442
2021-08-30,13713340,13747994,13730667,11667354,11702008,11684681,2011332,2080640,2045986,24637977
2021-08-31,13853528,13863700,13858614,11703535,11713707,11708621,2139821,2160165,2149993,24789511
2021-09-01,14005063,14015235,14010149,11703889,11714061,11708975,2291002,2311346,2301174,24941046
2021-09-02,14135401,14156598,14146000,11714414,11735611,11725012,2399790,2442184,2420987,25092581
2021-09-03,14284462,14308133,14296298,11714768,11738439,11726604,2546023,2593365,2569694,25244116
2021-09-04,14433521,14459667,14446594,11715121,11741267,11728194,2692254,2744546,2718400,25395650
2021-09-05,14582480,14611202,14596841,11715475,11744197,11729836,2838283,2895727,2867005,25547185
