date,vaccinated_min,vaccinated_max,vaccinated,fully_vaccinated_min,fully_vaccinated_max,fully_vaccinated,single_dose_vaccinated_min,single_dose_vaccinated_max,single_dose_vaccinated,total_vaccinations
2021-02-11,569046,618629,593838,76948,126531,101740,442515,541681,492098,695577
2021-02-12,587633,637216,612424,89344,138927,114136,448706,547872,498289,726560
2021-02-13,610675,655803,633239,101739,146867,124303,463808,554064,508936,757542
2021-02-14,633717,686786,660252,101739,154808,128274,478909,585047,531978,788525
2021-02-15,648282,722475,685378,101739,175932,138836,472350,620736,546543,824214
2021-02-16,662845,758163,710504,101739,197057,149398,465788,656424,561106,859902
2021-02-17,677410,793852,735631,101739,218181,159960,459229,692113,575671,895591
2021-02-18,691972,829539,760756,101739,239306,170522,452666,727800,590233,931278
2021-02-19,706537,865228,785882,101739,260430,181084,446107,763489,604798,966967
2021-02-20,721913,888520,805216,114135,280742,197438,441171,774385,607778,1002655
2021-02-21,737292,911813,824552,126531,301052,213792,436240,785282,610761,1038344
2021-02-22,761236,948664,854950,138927,326355,232641,434881,809737,622309,1087591
2021-02-23,785181,985149,885165,151689,351657,251673,433524,833460,633492,1136838
2021-02-24,809125,1021632,915378,164453,376960,270706,432165,857179,644672,1186085
2021-02-25,833068,1044931,939000,190399,402262,296330,430806,854532,642669,1235330
2021-02-26,881413,1068230,974822,216347,403164,309756,478249,851883,665066,1284577
2021-02-27,929804,1091531,1010668,242293,404020,323156,525784,849238,687511,1333824
2021-02-28,978196,1114830,1046513,268241,404875,336558,573321,846589,709955,1383071
2021-03-01,1019394,1135760,1077577,289365,405731,347548,613663,846395,730029,1425125
2021-03-02,1060590,1156153,1108372,311024,406587,358806,654003,845129,749566,1467177
2021-03-03,1101788,1176549,1139168,332682,407443,370062,694345,843867,769106,1509231
2021-03-04,1142986,1191952,1167469,359332,408298,383815,734688,832620,783654,1551284
2021-03-05,1159783,1207355,1183569,385983,433555,409769,726228,821372,773800,1593338
2021-03-06,1182751,1222757,1202754,412633,452639,432636,730112,810124,770118,1635390
2021-03-07,1205722,1238161,1221942,439283,471722,455502,734000,798878,766439,1677444
2021-03-08,1221918,1277999,1249958,440185,496266,468226,725652,837814,781733,1718184
2021-03-09,1238113,1317880,1277996,441041,520808,480924,717305,876839,797072,1758921
2021-03-10,1265216,1357765,1311490,441896,534445,488170,730771,915869,823320,1799661
2021-03-11,1305415,1397648,1351532,442752,534985,488868,770430,954896,862663,1840400
2021-03-12,1345615,1437532,1391574,443608,535525,489566,810090,993924,902007,1881140
2021-03-13,1384434,1477413,1430924,444464,537443,490954,846991,1032949,939970,1921877
2021-03-14,1423257,1517298,1470278,445319,539360,492340,883897,1071979,977938,1962617
2021-03-15,1434370,1547077,1490724,446175,558882,502528,875488,1100902,988195,1993252
2021-03-16,1445484,1576804,1511144,447083,578403,512743,867081,1129721,998401,2023887
2021-03-17,1456597,1582131,1519364,472391,597925,535158,858672,1109740,984206,2054522
2021-03-18,1463422,1587456,1525439,497701,621735,559718,841687,1089755,965721,2085157
2021-03-19,1470246,1592783,1531514,523009,645546,584278,824700,1069774,947237,2115792
2021-03-20,1499016,1598681,1548848,547746,647411,597578,851605,1050935,951270,2146427
2021-03-21,1527785,1604579,1566182,572483,649277,610880,878508,1032096,955302,2177062
2021-03-22,1568499,1623218,1595858,596423,651142,623782,917357,1026795,972076,2219641
2021-03-23,1606367,1640480,1623424,621740,655853,638796,950514,1018740,984627,2262220
2021-03-24,1644235,1661573,1652904,643226,660564,651895,983671,1018347,1001009,2304799
2021-03-25,1682058,1684263,1683160,663116,665321,664218,1016737,1021147,1018942,2347379
2021-03-26,1701526,1719879,1710702,670079,688432,679256,1013094,1049800,1031447,2389958
2021-03-27,1734852,1757827,1746340,674710,697685,686198,1037167,1083117,1060142,2432537
2021-03-28,1775146,1794429,1784788,680687,699970,690328,1075176,1113742,1094459,2475116
2021-03-29,1837277,1852866,1845072,686666,702255,694460,1135022,1166200,1150611,2539532
2021-03-30,1875321,1909544,1892432,694402,728625,711514,1146696,1215142,1180919,2603946
2021-03-31,1913734,1966225,1939980,702137,754628,728382,1159106,1264088,1211597,2668362
2021-04-01,1952146,2022957,1987552,709819,780630,745224,1171516,1313138,1242327,2732776
2021-04-02,1990560,2079689,2035124,717503,806632,762068,1183928,1362186,1273057,2797192
2021-04-03,2028972,2111960,2070466,749646,832634,791140,1196338,1362314,1279326,2861606
2021-04-04,2079781,2144233,2112007,781789,846241,814015,1233540,1362444,1297992,2926022
2021-04-05,2158100,2204015,2181058,813932,859847,836890,1298253,1390083,1344168,3017947
2021-04-06,2229796,2265161,2247478,844711,880076,862394,1349720,1420450,1385085,3109872
2021-04-07,2302027,2326308,2314168,875489,899770,887630,1402257,1450819,1426538,3201797
2021-04-08,2374258,2388834,2381546,904889,919465,912177,1454793,1483945,1469369,3293723
2021-04-09,2451358,2459672,2455515,925976,934290,930133,1517068,1533696,1525382,3385648
2021-04-10,2538121,2545086,2541604,932487,939452,935970,1598669,1612599,1605634,3477573
2021-04-11,2618657,2630501,2624579,938997,950841,944919,1667816,1691504,1679660,3569498
2021-04-12,2722628,2739348,2730988,945508,962228,953868,1760400,1793840,1777120,3684856
2021-04-13,2836503,2845043,2840773,955168,963708,959438,1872795,1889875,1881335,3800211
2021-04-14,2950383,2950697,2950540,964872,965186,965029,1985197,1985825,1985511,3915569
2021-04-15,3053834,3056346,3055090,974579,977091,975835,2076743,2081767,2079255,4030925
2021-04-16,3144560,3166990,3155775,979293,1001723,990508,2142837,2187697,2165267,4146283
2021-04-17,3232327,3277632,3254980,984006,1029311,1006658,2203016,2293626,2248321,4261638
2021-04-18,3320097,3388277,3354187,988719,1056899,1022809,2263198,2399558,2331378,4376996
2021-04-19,3385956,3477009,3431482,994703,1085756,1040230,2300200,2482306,2391253,4470443
2021-04-20,3465255,3544816,3505036,1021615,1101176,1061396,2364079,2523201,2443640,4563892
2021-04-21,3544555,3612673,3578614,1048474,1116592,1082533,2427963,2564199,2496081,4657339
2021-04-22,3623728,3680457,3652092,1075410,1132139,1103774,2491589,2605047,2548318,4750789
2021-04-23,3707722,3748238,3727980,1102345,1142861,1122603,2564861,2645893,2605377,4844236
2021-04-24,3791620,3816021,3803820,1129281,1153682,1141482,2637938,2686740,2662339,4937685
2021-04-25,3853091,3883803,3868447,1156215,1186927,1171571,2666164,2727588,2696876,5031132
2021-04-26,3919241,3956265,3937753,1187541,1224565,1206053,2694676,2768724,2731700,5129260
2021-04-27,3980354,4022323,4001338,1225273,1267242,1246258,2713112,2797050,2755081,5227389
2021-04-28,4044315,4088385,4066350,1262999,1307069,1285034,2737246,2825386,2781316,5325517
2021-04-29,4108335,4169810,4139072,1285365,1346840,1316102,2761495,2884445,2822970,5423647
2021-04-30,4172353,4251236,4211794,1307727,1386610,1347168,2785743,2943509,2864626,5521775
2021-05-01,4237400,4332659,4285030,1330094,1425353,1377724,2812047,3002565,2907306,5619904
2021-05-02,4302815,4413511,4358163,1353030,1463726,1408378,2839089,3060481,2949785,5718032
2021-05-03,4392048,4516835,4454442,1377015,1501802,1439408,2890246,3139820,3015033,5838632
2021-05-04,4455330,4624006,4539668,1397155,1565831,1481493,2889499,3226851,3058175,5959233
2021-05-05,4520369,4731657,4626013,1416813,1628101,1522457,2892268,3314844,3103556,6079833
2021-05-06,4585569,4828783,4707176,1446998,1690212,1568605,2895357,3381785,3138571,6200434
2021-05-07,4650773,4924310,4787542,1478780,1752317,1615548,2898456,3445530,3171993,6321034
2021-05-08,4716373,5025266,4870820,1505135,1814028,1659582,2902345,3520131,3211238,6441635
2021-05-09,4806911,5110158,4958534,1547552,1850799,1699176,2956112,3562606,3259359,6562235
2021-05-10,4920949,5211586,5066268,1594359,1884996,1739678,3035953,3617227,3326590,6706339
2021-05-11,5032597,5295795,5164196,1658386,1921584,1789985,3111013,3637409,3374211,6850444
2021-05-12,5142510,5403482,5272996,1698934,1959906,1829420,3182604,3704548,3443576,6994548
2021-05-13,5255378,5515966,5385672,1734684,1995272,1864978,3260106,3781282,3520694,7138651
2021-05-14,5368247,5628455,5498351,1770430,2030638,1900534,3337609,3858025,3597817,7282755
2021-05-15,5480711,5740942,5610826,1806179,2066410,1936294,3414301,3934763,3674532,7426860
2021-05-16,5568728,5853430,5711079,1841926,2126628,1984277,3442100,4011504,3726802,7570964
2021-05-17,5666431,5956982,5811706,1888472,2179023,2033748,3487408,4068510,3777959,7718531
2021-05-18,5742879,6053689,5898284,1941863,2252673,2097268,3490206,4111826,3801016,7866097
2021-05-19,5808887,6157204,5983046,1988446,2336763,2162604,3472124,4168758,3820441,8013664
2021-05-20,5874990,6257154,6066072,2038595,2420759,2229677,3454231,4218559,3836395,8161231
2021-05-21,5945193,6357105,6151149,2088742,2500654,2294698,3444539,4268363,3856451,8308798
2021-05-22,6028793,6443871,6236332,2152074,2567152,2359613,3461641,4291797,3876719,8456364
2021-05-23,6112448,6530639,6321544,2215404,2633595,2424500,3478853,4315235,3897044,8603931
2021-05-24,6197567,6614192,6405880,2290231,2706856,2498544,3490711,4323961,3907336,8748285
2021-05-25,6276907,6679568,6478238,2383234,2785895,2584564,3491012,4296334,3893673,8892638
2021-05-26,6342779,6748197,6545488,2472985,2878403,2675694,3464376,4275212,3869794,9036992
2021-05-27,6408751,6831176,6619964,2548385,2970810,2759598,3437941,4282791,3860366,9181345
2021-05-28,6481219,6914158,6697688,2623783,3056722,2840252,3424497,4290375,3857436,9325699
2021-05-29,6555978,6992146,6774062,2704174,3140342,2922258,3415636,4287972,3851804,9470052
2021-05-30,6630738,7070135,6850436,2784565,3223962,3004264,3406776,4285570,3846173,9614406
2021-05-31,6752844,7173043,6962944,2872238,3292437,3082338,3460407,4300805,3880606,9783679
2021-06-01,6854947,7270897,7062922,2964966,3380916,3172941,3474031,4305931,3889981,9952952
2021-06-02,6952308,7391785,7172046,3034659,3474136,3254398,3478172,4357126,3917649,10122225
2021-06-03,7046823,7498938,7272880,3118088,3570203,3344146,3476620,4380850,3928735,10291498
2021-06-04,7141338,7605405,7373372,3202202,3666269,3434236,3475069,4403203,3939136,10460771
2021-06-05,7235855,7711872,7473864,3286317,3762334,3524326,3473521,4425555,3949538,10630044
2021-06-06,7329242,7819030,7574136,3369740,3859528,3614634,3469714,4449290,3959502,10799317
2021-06-07,7491098,7994517,7742808,3438836,3942255,3690546,3548843,4555681,4052262,11036919
2021-06-08,7628962,8166499,7897730,3511435,4048972,3780204,3579990,4655064,4117527,11274519
2021-06-09,7784164,8342619,8063392,3579898,4138353,3859126,3645811,4762721,4204266,11512121
2021-06-10,7937607,8515244,8226426,3651854,4229491,3940672,3708116,4863390,4285753,11749721
2021-06-11,8090892,8663472,8377182,3748209,4320789,4034499,3770103,4915263,4342683,11987323
2021-06-12,8244171,8811695,8527933,3844567,4412091,4128329,3832080,4967128,4399604,12224923
2021-06-13,8397055,8959233,8678144,3941612,4503790,4222701,3893265,5017621,4455443,12462525
2021-06-14,8495879,9072717,8784298,4033976,4610814,4322395,3885065,5038741,4461903,12665504
2021-06-15,8574941,9172899,8873920,4139640,4737598,4438619,3837343,5033259,4435301,12868482
2021-06-16,8661730,9269236,8965483,4249151,4856657,4552904,3805073,5020085,4412579,13071461
2021-06-17,8750252,9357273,9053762,4366959,4973980,4670470,3776272,4990314,4383293,13274438
2021-06-18,8835820,9449511,9142666,4480569,5094260,4787414,3741560,4968942,4355251,13477417
2021-06-19,8921386,9543344,9232365,4592582,5214540,4903561,3706846,4950762,4328804,13680395
2021-06-20,9007359,9631751,9319555,4710023,5334415,5022219,3672944,4921728,4297336,13883374
2021-06-21,9121893,9740336,9431114,4818405,5436848,5127626,3685045,4921931,4303488,14088499
2021-06-22,9219192,9836123,9527658,4939586,5556517,5248052,3662675,4896537,4279606,14293624
2021-06-23,9334137,9949130,9641634,5043546,5658539,5351042,3675598,4905584,4290591,14498749
2021-06-24,9459523,10038659,9749091,5170986,5750122,5460554,3709401,4867673,4288537,14703875
2021-06-25,9584813,10128725,9856769,5297887,5841799,5569843,3743014,4830838,4286926,14909000
2021-06-26,9699195,10218786,9958990,5424794,5944385,5684590,3754810,4793992,4274401,15114125
2021-06-27,9800182,10308850,10054516,5551697,6060365,5806031,3739817,4757153,4248485,15319250
2021-06-28,9906729,10404529,10155629,5685804,6183604,5934704,3723125,4718725,4220925,15530332
2021-06-29,10023305,10501594,10262450,5818521,6296810,6057666,3726495,4683073,4204784,15741411
2021-06-30,10145662,10605506,10375584,5944395,6404239,6174317,3741423,4661111,4201267,15952493
2021-07-01,10281486,10702609,10492048,6077076,6498199,6287638,3783287,4625533,4204410,16163574
2021-07-02,10417211,10799668,10608440,6209803,6592260,6401032,3824951,4589865,4207408,16374656
2021-07-03,10552933,10896725,10724829,6342528,6686320,6514424,3866613,4554197,4210405,16585735
2021-07-04,10693480,11006968,10850224,6462071,6775559,6618815,3917921,4544897,4231409,16796817
2021-07-05,10821469,11104652,10963060,6549381,6832564,6690972,3988905,4555271,4272088,16971930
2021-07-06,10912285,11212364,11062324,6626664,6926743,6776704,3985542,4585700,4285621,17147044
2021-07-07,11006604,11338252,11172428,6685770,7017418,6851594,3989186,4652482,4320834,17322157
2021-07-08,11105663,11460886,11283274,6748128,7103351,6925740,4002312,4712758,4357535,17497269
2021-07-09,11207570,11583574,11395572,6810434,7186438,6998436,4021132,4773140,4397136,17672382
2021-07-10,11309477,11706261,11507869,6872742,7269526,7071134,4039951,4833519,4436735,17847496
2021-07-11,11411382,11833940,11622661,6930057,7352615,7141336,4058767,4903883,4481325,18022609
2021-07-12,11496432,11943635,11720034,6979483,7426686,7203084,4069746,4964152,4516949,18179738
2021-07-13,11512153,12038582,11775368,7043655,7570084,7306870,3942069,4994927,4468498,18336866
2021-07-14,11539772,12138584,11839178,7102774,7701586,7402180,3838186,5035810,4436998,18493995
2021-07-15,11549142,12215865,11882504,7184611,7851334,7517972,3697808,5031254,4364531,18651122
2021-07-16,11560272,12293149,11926710,7266448,7999325,7632886,3560947,5026701,4293824,18808251
2021-07-17,11571398,12370430,11970914,7348286,8147318,7747802,3424080,5022144,4223112,18965379
2021-07-18,11582528,12447842,12015185,7429995,8295309,7862652,3287219,5017847,4152533,19122508
2021-07-19,11583831,12495261,12039546,7505337,8416767,7961052,3167064,4989924,4078494,19243966
2021-07-20,11589787,12496563,12043175,7626795,8533571,8080183,3056216,4869768,3962992,19365424
2021-07-21,11631452,12497866,12064659,7748253,8614667,8181460,3016785,4749613,3883199,19486882
2021-07-22,11665872,12499169,12082520,7869713,8703010,8286362,2962862,4629456,3796159,19608342
2021-07-23,11699742,12500472,12100107,7991171,8791901,8391536,2907841,4509301,3708571,19729800
2021-07-24,11738501,12501774,12120138,8112629,8875902,8494266,2862599,4389145,3625872,19851258
2021-07-25,11777261,12503077,12140169,8234087,8959903,8596995,2817358,4268990,3543174,19972716
2021-07-26,11811273,12504115,12157694,8349829,9042671,8696250,2768602,4154286,3461444,20088458
2021-07-27,11823033,12505154,12164094,8465572,9147693,8806632,2675340,4039582,3357461,20204201
2021-07-28,11853236,12506192,12179714,8581314,9234270,8907792,2618966,3924878,3271922,20319943
2021-07-29,11865875,12518782,12192328,8685504,9338411,9011958,2527464,3833278,3180371,20435685
2021-07-30,11869289,12557030,12213160,8764036,9451777,9107906,2417512,3792994,3105253,20551427
2021-07-31,11872802,12591448,12232125,8846400,9565046,9205723,2307756,3745048,3026402,20667170
2021-08-01,11883572,12624269,12253920,8930359,9671056,9300708,2212516,3693910,2953213,20782912
2021-08-02,11912746,12667062,12289904,9006659,9760975,9383817,2151771,3660403,2906087,20901231
2021-08-03,11943435,12695940,12319688,9096875,9849380,9473128,2094055,3599065,2846560,21019551
2021-08-04,11963669,12733520,12348594,9178388,9948239,9563314,2015430,3555132,2785281,21137870
2021-08-05,11978338,12752855,12365596,9278150,10052667,9665408,1925671,3474705,2700188,21256192
2021-08-06,11981587,12795792,12388690,9354306,10168511,9761408,1813076,3441486,2627281,21374511
2021-08-07,11984937,12838728,12411832,9430464,10284255,9857360,1700682,3408264,2554473,21492831
2021-08-08,11988287,12881665,12434976,9506620,10399998,9953309,1588289,3375045,2481667,21611150
2021-08-09,11997160,12904011,12450586,9588301,10495152,10041726,1502008,3315710,2408859,21714537
2021-08-10,11997800,12929043,12463422,9667298,10598541,10132920,1399259,3261745,2330502,21817926
2021-08-11,11998440,12951730,12475085,9748638,10701928,10225283,1296512,3203092,2249802,21921313
2021-08-12,11999079,12967170,12483124,9837224,10805315,10321270,1193764,3129946,2161855,22024700
2021-08-13,11999719,12989358,12494538,9919063,10908702,10413882,1091017,3070295,2080656,22128087
2021-08-14,12001711,13011548,12506630,10000902,11010739,10505820,990972,3010646,2000809,22231476
2021-08-15,12003729,13033736,12518732,10082741,11112748,10597744,890981,2950995,1920988,22334863
2021-08-16,12003729,13033736,12518732,10123241,11153248,10638244,850481,2910495,1880488,22375363
2021-08-17,12005030,13033736,12519383,10163741,11192447,10678094,812583,2869995,1841289,22415863
2021-08-18,12010819,13033736,12522278,10204241,11227158,10715700,783661,2829495,1806578,22456363
2021-08-19,12016608,13033736,12525172,10244740,11261868,10753304,754740,2788996,1771868,22496862
2021-08-20,12022397,13033736,12528066,10285240,11296579,10790910,725818,2748496,1737157,22537362
2021-08-21,12027003,13033736,12530370,10325740,11332473,10829106,694530,2707996,1701263,22577862
2021-08-22,12027003,13033736,12530370,10366240,11372973,10869606,654030,2667496,1660763,22618362
2021-08-23,12027003,13033736,12530370,10407429,11414162,10910796,612841,2626307,1619574,22659551
2021-08-24,12033001,13033736,12533368,10448618,11449353,10948986,583648,2585118,1584383,22700740
2021-08-25,12039179,13033736,12536458,10489807,11484364,10987086,554815,2543929,1549372,22741929
2021-08-26,12043192,13033736,12538464,10530997,11521541,11026269,521651,2502739,1512195,22783119
2021-08-27,12046993,13033736,12540364,10572186,11558929,11065558,488064,2461550,1474807,22824308
2021-08-28,12050796,13033736,12542266,10613375,11596315,11104845,454481,2420361,1437421,22865497
2021-08-29,12054500,13033736,12544118,10654564,11633800,11144182,420700,2379172,1399936,22906686
