date,vaccinated_min,vaccinated_max,vaccinated,fully_vaccinated_min,fully_vaccinated_max,fully_vaccinated,single_dose_vaccinated_min,single_dose_vaccinated_max,single_dose_vaccinated,total_vaccinations
2021-02-26,886225,1073067,979646,217630,404472,311051,481753,855437,668595,1290697
2021-02-27,934789,1096479,1015634,243638,405328,324483,529461,852841,691151,1340117
2021-02-28,983354,1119890,1051622,269647,406183,337915,577171,850243,713707,1389537
2021-03-01,1024672,1140886,1082779,290825,407039,348932,617633,850061,733847,1431711
2021-03-02,1065988,1161346,1113667,312537,407895,360216,658093,848809,753451,1473883
2021-03-03,1107306,1181808,1144557,334249,408751,371500,698555,847559,773057,1516057
2021-03-04,1148626,1197252,1172939,360980,409606,385293,739020,836272,787646,1558232
2021-03-05,1165552,1212695,1189124,387711,434854,411282,730698,824984,777841,1600406
2021-03-06,1188612,1228135,1208374,414443,453966,434204,734646,813692,774169,1642578
2021-03-07,1211676,1243577,1227626,441175,473076,457126,738600,802402,770501,1684752
2021-03-08,1227996,1283659,1255828,442077,497740,469908,730256,841582,785919,1725736
2021-03-09,1244316,1323786,1284051,442933,522403,482668,721913,880853,801383,1766719
2021-03-10,1271629,1363915,1317772,443788,536074,489931,735555,920127,827841,1807703
2021-03-11,1312073,1404043,1358058,444644,536614,490629,775459,959399,867429,1848687
2021-03-12,1352517,1444171,1398344,445500,537154,491327,815363,998671,907017,1889671
2021-03-13,1391582,1484298,1437940,446356,539072,492714,852510,1037942,945226,1930654
2021-03-14,1430649,1524427,1477538,447211,540989,494100,889660,1077216,983438,1971638
2021-03-15,1441784,1554305,1498044,448067,560588,504328,881196,1106238,993717,2002372
2021-03-16,1452920,1584130,1518525,448975,580185,514580,872735,1135155,1003945,2033105
2021-03-17,1464055,1589565,1526810,474274,599784,537029,864271,1115291,989781,2063839
2021-03-18,1470895,1594998,1532946,499575,623678,561626,847217,1095423,971320,2094573
2021-03-19,1477734,1600433,1539084,524874,647573,586224,830161,1075559,952860,2125307
2021-03-20,1506602,1606388,1556495,549652,649438,599545,857164,1056736,956950,2156040
2021-03-21,1535470,1612345,1573908,574429,651304,612866,884166,1037916,961041,2186774
2021-03-22,1576511,1631088,1603800,598592,653169,625880,923342,1032496,977919,2229680
2021-03-23,1614607,1648455,1631531,624132,657980,641056,956627,1024323,990475,2272587
2021-03-24,1652701,1670165,1661433,645328,662792,654060,989909,1024837,1007373,2315493
2021-03-25,1690751,1693106,1691928,665294,667649,666472,1023102,1027812,1025457,2358400
2021-03-26,1710473,1728799,1719636,672507,690833,681670,1019640,1056292,1037966,2401306
2021-03-27,1744213,1766975,1755594,677238,700000,688619,1044213,1089737,1066975,2444213
2021-03-28,1784834,1803713,1794274,683406,702285,692846,1082549,1120307,1101428,2487119
2021-03-29,1847196,1862192,1854694,689574,704570,697072,1142626,1172618,1157622,2551766
2021-03-30,1885318,1919016,1902167,697396,731094,714245,1154224,1221620,1187922,2616412
2021-03-31,1923809,1975843,1949826,705216,757250,731233,1166559,1270627,1218593,2681059
2021-04-01,1962301,2032723,1997512,712984,783406,748195,1178895,1319739,1249317,2745707
2021-04-02,2000792,2089602,2045197,720752,809562,765157,1191230,1368850,1280040,2810354
2021-04-03,2039282,2122028,2080655,752972,835718,794345,1203564,1369056,1286310,2875000
2021-04-04,2090229,2154455,2122342,785192,849418,817305,1240811,1369263,1305037,2939647
2021-04-05,2168686,2214391,2191538,817412,863117,840264,1305569,1396979,1351274,3031803
2021-04-06,2240597,2275691,2258144,848269,883363,865816,1357234,1427422,1392328,3123960
2021-04-07,2313044,2336990,2325017,879126,903072,891099,1409972,1457864,1433918,3216116
2021-04-08,2385488,2399668,2392578,908604,922784,915694,1462704,1491064,1476884,3308272
2021-04-09,2462343,2471118,2466730,929310,938085,933698,1524258,1541808,1533033,3400428
2021-04-10,2549250,2556747,2552998,935838,943335,939586,1605915,1620909,1613412,3492585
2021-04-11,2629967,2642378,2636172,942363,954774,948568,1675193,1700015,1687604,3584741
2021-04-12,2734210,2751533,2742872,948890,966213,957552,1767997,1802643,1785320,3700423
2021-04-13,2848412,2857530,2852971,958574,967692,963133,1880720,1898956,1889838,3816104
2021-04-14,2962615,2963482,2963048,968304,969171,968738,1993444,1995178,1994311,3931786
2021-04-15,3066308,3069434,3067871,978035,981161,979598,2085147,2091399,2088273,4047469
2021-04-16,3157236,3180403,3168820,982748,1005915,994332,2151321,2197655,2174488,4163151
2021-04-17,3245209,3291373,3268291,987459,1033623,1010541,2211586,2303914,2257750,4278832
2021-04-18,3333182,3402345,3367764,992169,1061332,1026750,2271850,2410176,2341013,4394514
2021-04-19,3399366,3491526,3445446,998150,1090310,1044230,2309056,2493376,2401216,4488406
2021-04-20,3479082,3559653,3519368,1025182,1105753,1065468,2373329,2534471,2453900,4582296
2021-04-21,3558803,3627835,3593319,1052162,1121194,1086678,2437609,2575673,2506641,4676188
2021-04-22,3638393,3695936,3667164,1079220,1136763,1107992,2501630,2616716,2559173,4770078
2021-04-23,3722814,3764041,3743428,1106277,1147504,1126890,2575310,2657764,2616537,4863970
2021-04-24,3807137,3832142,3819640,1133335,1158340,1145838,2648797,2698807,2673802,4957860
2021-04-25,3868953,3900247,3884600,1160392,1191686,1176039,2677267,2739855,2708561,5051752
2021-04-26,3935451,3973034,3954242,1191841,1229424,1210632,2706027,2781193,2743610,5150328
2021-04-27,3996646,4039440,4018043,1229672,1272466,1251069,2724180,2809768,2766974,5248904
2021-04-28,4060789,4105849,4083319,1267499,1312559,1290029,2748230,2838350,2793290,5347480
2021-04-29,4124993,4187473,4156233,1290113,1352593,1321353,2772400,2897360,2834880,5446057
2021-04-30,4189195,4269094,4229144,1312728,1392627,1352678,2796568,2956366,2876467,5544633
2021-05-01,4254425,4350716,4302570,1335343,1431634,1383488,2822791,3015373,2919082,5643209
2021-05-02,4320022,4431815,4375918,1358480,1470273,1414376,2849749,3073335,2961542,5741785
2021-05-03,4409728,4535586,4472657,1382664,1508522,1445593,2901206,3152922,3027064,5863031
2021-05-04,4473605,4643261,4558433,1402947,1572603,1487775,2901002,3240314,3070658,5984279
2021-05-05,4539136,4751417,4645276,1422746,1635027,1528886,2904109,3328671,3116390,6105525
2021-05-06,4604828,4848580,4726704,1453540,1697292,1575416,2907536,3395040,3151288,6226772
2021-05-07,4670522,4944511,4807516,1485564,1759553,1622558,2910969,3458947,3184958,6348018
2021-05-08,4736614,5046018,4891316,1512015,1821419,1666717,2915195,3534003,3224599,6469266
2021-05-09,4827634,5131150,4979392,1554838,1858354,1706596,2969280,3576312,3272796,6590512
2021-05-10,4942534,5233283,5087908,1601965,1892714,1747340,3049820,3631318,3340569,6735640
2021-05-11,5055009,5318275,5186642,1666232,1929498,1797865,3125511,3652043,3388777,6880768
2021-05-12,5165754,5426900,5296327,1706867,1968013,1837440,3197741,3720033,3458887,7025896
2021-05-13,5279454,5540376,5409915,1742650,2003572,1873111,3275882,3797726,3536804,7171024
2021-05-14,5393155,5653857,5523506,1778429,2039131,1908780,3354024,3875428,3614726,7316152
2021-05-15,5506450,5767335,5636892,1814210,2075095,1944652,3431355,3953125,3692240,7461280
2021-05-16,5595308,5880815,5738062,1849990,2135497,1992744,3459811,4030825,3745318,7606408
2021-05-17,5693942,5985426,5839684,1896630,2188114,2042372,3505828,4088796,3797312,7755127
2021-05-18,5771159,6083109,5927134,1950199,2262149,2106174,3509010,4132910,3820960,7903847
2021-05-19,5837882,6187521,6012702,1997038,2346677,2171858,3491205,4190483,3840844,8052566
2021-05-20,5904702,6288284,6096493,2047525,2431107,2239316,3473595,4240759,3857177,8201285
2021-05-21,5975808,6389051,6182430,2098009,2511252,2304630,3464556,4291042,3877799,8350004
2021-05-22,6060348,6476632,6268490,2161680,2577964,2369822,3482384,4314952,3898668,8498724
2021-05-23,6144941,6564215,6354578,2225348,2644622,2434985,3500319,4338867,3919593,8647443
2021-05-24,6230733,6648333,6439533,2300383,2717983,2509183,3512750,4347950,3930350,8792701
2021-05-25,6310614,6714193,6512404,2393675,2797254,2595464,3513360,4320518,3916939,8937958
2021-05-26,6376930,6783315,6580122,2483706,2890091,2686898,3486839,4299609,3893224,9083216
2021-05-27,6443349,6866915,6655132,2559262,2982828,2771045,3460521,4307653,3884087,9228476
2021-05-28,6516461,6950513,6733487,2634817,3068869,2851843,3447592,4315696,3881644,9373734
2021-05-29,6591839,7029092,6810466,2715390,3152643,2934016,3439196,4313702,3876449,9518991
2021-05-30,6667217,7107672,6887444,2795963,3236418,3016190,3430799,4311709,3871254,9664249
2021-05-31,6790195,7211339,7000767,2883805,3304949,3094377,3485246,4327534,3906390,9834596
2021-06-01,6892998,7309822,7101410,2976832,3393656,3185244,3499342,4332990,3916166,10004943
2021-06-02,6991185,7431464,7211324,3046699,3486978,3266838,3504207,4384765,3944486,10175290
2021-06-03,7086427,7539267,7312847,3130406,3583246,3356826,3503181,4408861,3956021,10345638
2021-06-04,7181667,7646383,7414025,3214799,3679515,3447157,3502152,4431584,3966868,10515985
2021-06-05,7276907,7753500,7515204,3299192,3775785,3537488,3501122,4454308,3977715,10686332
2021-06-06,7371020,7861307,7616164,3382894,3873181,3628038,3497839,4478413,3988126,10856679
2021-06-07,7534753,8038897,7786825,3452392,3956536,3704464,3578217,4586505,4082361,11096809
2021-06-08,7674587,8212977,7943782,3525398,4063788,3794593,3610799,4687579,4149189,11336938
2021-06-09,7831644,8391173,8111408,3594290,4153819,3874054,3677825,4796883,4237354,11577068
2021-06-10,7987045,8565892,8276468,3666656,4245503,3956080,3741542,4899236,4320389,11817196
2021-06-11,8142286,8716221,8429254,3763415,4337350,4050382,3804936,4952806,4378871,12057326
2021-06-12,8297524,8866549,8582036,3860173,4429198,4144686,3868326,5006376,4437351,12297455
2021-06-13,8452366,9016187,8734276,3957623,4521444,4239534,3930922,5058564,4494743,12537585
2021-06-14,8552552,9131104,8841828,4050461,4629013,4339737,3923539,5080643,4502091,12742472
2021-06-15,8632553,9232585,8932569,4156734,4756766,4456750,3875787,5075851,4475819,12947358
2021-06-16,8720368,9330163,9025266,4266911,4876706,4571808,3843662,5063252,4453457,13152245
2021-06-17,8809915,9419497,9114706,4385334,4994916,4690125,3814999,5034163,4424581,13357133
2021-06-18,8896505,9513540,9205022,4499046,5116081,4807564,3780424,5014494,4397459,13562020
2021-06-19,8983094,9608815,9295954,4611525,5237246,4924386,3745848,4997290,4371569,13766906
2021-06-20,9070089,9698515,9384302,4729580,5358006,5043793,3712083,4968935,4340509,13971793
2021-06-21,9185333,9808400,9496866,4838215,5461282,5149748,3724051,4970185,4347118,14178492
2021-06-22,9283255,9904980,9594118,4960158,5581883,5271020,3701372,4944822,4323097,14385193
2021-06-23,9398901,10018700,9708800,5064958,5684757,5374858,3714144,4953742,4333943,14591892
2021-06-24,9525043,10108789,9816916,5193392,5777138,5485265,3747905,4915397,4331651,14798594
2021-06-25,9651086,10199414,9925250,5321287,5869615,5595451,3781471,4878127,4329799,15005293
2021-06-26,9766138,10290036,10028087,5449188,5973086,5711137,3793052,4840848,4316950,15211994
2021-06-27,9867755,10380659,10124207,5577085,6089989,5833537,3777766,4803574,4290670,15418693
2021-06-28,9973023,10474984,10224004,5712172,6214133,5963152,3758890,4762812,4260851,15629436
2021-06-29,10088455,10570632,10329544,5845937,6328114,6087026,3760341,4724695,4242518,15840180
2021-06-30,10209798,10673209,10441504,5972772,6436183,6204478,3773615,4700437,4237026,16050923
2021-07-01,10344704,10769054,10556879,6106336,6530686,6318511,3814018,4662718,4238368,16261664
2021-07-02,10479510,10864858,10672184,6239944,6625292,6432618,3854218,4624914,4239566,16472407
2021-07-03,10614317,10960658,10787488,6373557,6719898,6546728,3894419,4587101,4240760,16683151
2021-07-04,10753954,11069644,10911799,6493983,6809673,6651828,3944281,4575661,4259971,16893894
2021-07-05,10881917,11166955,11024436,6582202,6867240,6724721,4014677,4584753,4299715,17069549
2021-07-06,10972422,11274429,11123426,6660259,6962266,6811262,4010156,4614170,4312163,17245204
2021-07-07,11066437,11400160,11233298,6720058,7053781,6886920,4012656,4680102,4346379,17420859
2021-07-08,11165067,11522630,11343848,6783118,7140681,6961900,4024386,4739512,4381949,17596514
2021-07-09,11266642,11645150,11455896,6846128,7224636,7035382,4042006,4799022,4420514,17772169
2021-07-10,11368219,11767672,11567946,6909137,7308590,7108864,4059629,4858535,4459082,17947824
2021-07-11,11469797,11895212,11682504,6967127,7392542,7179834,4077255,4928085,4502670,18123479
2021-07-12,11555087,12005338,11780212,7017236,7467487,7242362,4087600,4988102,4537851,18281720
2021-07-13,11569855,12100519,11835187,7082291,7612955,7347623,3956900,5018228,4487564,18439962
2021-07-14,11596741,12200884,11898812,7142161,7746304,7444232,3850437,5058723,4454580,18598203
2021-07-15,11605458,12278514,11941986,7224765,7897821,7561293,3707637,5053749,4380693,18756443
2021-07-16,11615829,12356145,11985987,7307369,8047685,7677527,3568144,5048776,4308460,18914684
2021-07-17,11626199,12433776,12029988,7389974,8197551,7793762,3428648,5043802,4236225,19072926
2021-07-18,11636570,12511407,12073988,7472578,8347415,7909996,3289155,5038829,4163992,19231167
2021-07-19,11637850,12559324,12098587,7548667,8470141,8009404,3167709,5010657,4089183,19353893
2021-07-20,11643175,12560604,12101890,7671392,8588821,8130106,3054354,4889212,3971783,19476618
2021-07-21,11685178,12561884,12123531,7794118,8670824,8232471,3014354,4767766,3891060,19599344
2021-07-22,11719851,12563165,12141508,7916844,8760158,8338501,2959693,4646321,3803007,19722070
2021-07-23,11753120,12564445,12158782,8039570,8850895,8445232,2902225,4524875,3713550,19844796
2021-07-24,11792123,12565725,12178924,8162295,8935897,8549096,2856226,4403430,3629828,19967521
2021-07-25,11831128,12567005,12199066,8285021,9020898,8652960,2810230,4281984,3546107,20090247
2021-07-26,11865980,12567952,12216966,8402576,9104548,8753562,2761432,4165376,3463404,20207802
2021-07-27,11878754,12568900,12223827,8520134,9210280,8865207,2668474,4048766,3358620,20325360
2021-07-28,11910146,12569847,12239996,8637689,9297390,8967540,2612756,3932158,3272457,20442915
2021-07-29,11923877,12579453,12251665,8746586,9402162,9074374,2521715,3832867,3177291,20560471
2021-07-30,11927355,12618307,12272831,8826234,9517186,9171710,2410169,3792073,3101121,20678026
2021-07-31,11930934,12652819,12291876,8910228,9632113,9271170,2298821,3742591,3020706,20795584
2021-08-01,11944772,12686099,12315436,8995450,9736777,9366114,2207995,3690649,2949322,20913139
2021-08-02,11979667,12727598,12353632,9078823,9826754,9452788,2152913,3648775,2900844,21037830
2021-08-03,12017760,12755039,12386400,9176256,9913535,9544896,2104225,3578783,2841504,21162522
2021-08-04,12045688,12791651,12418670,9264516,10010479,9637498,2035209,3527135,2781172,21287213
2021-08-05,12067706,12810097,12438902,9370944,10113335,9742140,1954371,3439153,2696762,21411905
2021-08-06,12077094,12852298,12464696,9453615,10228819,9841217,1848275,3398683,2623479,21536596
2021-08-07,12086583,12894500,12490542,9536287,10344204,9940246,1742379,3358213,2550296,21661288
2021-08-08,12096071,12936702,12516386,9618957,10459588,10039272,1636483,3317745,2477114,21785979
2021-08-09,12103106,12982615,12542860,9699175,10578684,10138930,1524422,3283440,2403931,21912101
2021-08-10,12111865,13033071,12572468,9774851,10696057,10235454,1415808,3258220,2337014,22038224
2021-08-11,12153087,13081160,12617124,9852893,10780966,10316930,1372121,3228267,2300194,22164346
2021-08-12,12154122,13121918,12638020,9938269,10906065,10422167,1248057,3183649,2215853,22290470
2021-08-13,12157872,13169347,12663610,10016971,11028446,10522708,1129426,3152376,2140901,22416592
2021-08-14,12160407,13216774,12688590,10095676,11152043,10623860,1008364,3121098,2064731,22542715
2021-08-15,12162941,13264204,12713572,10174377,11275640,10725008,887301,3089827,1988564,22668837
2021-08-16,12162946,13293839,12728392,10266383,11397276,10831830,765670,3027456,1896563,22790473
2021-08-17,12167955,13338791,12753373,10343070,11513906,10928488,654049,2995721,1824885,22912108
2021-08-18,12258404,13370760,12814582,10432742,11545098,10988920,713306,2938018,1825662,23033744
2021-08-19,12327043,13384874,12855958,10540267,11598098,11069182,728945,2844607,1786776,23155379
2021-08-20,12431705,13402088,12916896,10644694,11615077,11129886,816628,2757394,1787011,23277015
2021-08-21,12544635,13419303,12981969,10749118,11623786,11186452,920849,2670185,1795517,23398650
2021-08-22,12651833,13436517,13044175,10853545,11638229,11245887,1013604,2582972,1798288,23520286
2021-08-23,12716422,13436517,13076470,10942838,11662933,11302886,1053489,2493679,1773584,23609579
2021-08-24,12778788,13436517,13107652,11032129,11689858,11360994,1088930,2404388,1746659,23698870
2021-08-25,12836614,13436517,13136566,11121422,11721325,11421374,1115289,2315095,1715192,23788163
2021-08-26,12905081,13436517,13170799,11210713,11742149,11476431,1162932,2225804,1694368,23877454
2021-08-27,12979210,13436517,13207864,11300006,11757313,11528660,1221897,2136511,1679204,23966747
2021-08-28,13065970,13436517,13251244,11389297,11759844,11574570,1306126,2047220,1676673,24056038
2021-08-29,13152632,13436517,13294574,11478590,11762475,11620532,1390157,1957927,1674042,24145331
2021-08-30,13239295,13436517,13337906,11567881,11765103,11666492,1474192,1868636,1671414,24234622
2021-08-31,13321876,13443569,13382722,11650122,11771815,11710968,1550061,1793447,1671754,24323915
